# x,y
-1.684049,0.383957
-1.888594,0.380283
-2.093686,0.353070
-2.302230,0.361532
-2.510879,0.350409
-2.714901,0.371223
-2.909165,0.431926
-3.110122,0.468318
-3.312581,0.458820
-3.515182,0.408756
-3.712582,0.367728
-3.907608,0.291515
-4.106755,0.239918
-4.308264,0.180667
-4.490478,0.092520
-4.689484,0.035834
-4.889228,0.011768
-5.088290,-0.037098
-5.293776,-0.053186
-5.497863,-0.075407
-5.704705,-0.079291
-5.907164,-0.089916
-6.105870,-0.131222
-6.313361,-0.136384
-6.524868,-0.126902
-6.736089,-0.135955
-6.940432,-0.114693
-7.148877,-0.092206
-7.358286,-0.108912
-7.561848,-0.101264
-7.756220,-0.052266
-7.959711,0.005812
-8.165080,0.027572
-8.361098,0.080811
-8.556262,0.147345
-8.753081,0.211269
-8.925673,0.314500
-9.074679,0.457606
-9.188770,0.622427
-9.328734,0.776462
-9.495000,0.891892
-9.674615,0.997424
-9.834937,1.117179
-10.005764,1.228735
-10.195098,1.303978
-10.395813,1.350388
-10.599357,1.393418
-10.803594,1.398003
-11.004452,1.396290
-11.203229,1.434380
-11.387526,1.515165
-11.552362,1.637181
-11.700166,1.774050
-11.871830,1.877941
-12.055026,1.970111
-12.251522,2.034580
-12.456163,2.052785
-12.657499,2.040678
-12.858836,2.063505
-13.053099,2.111270
-13.251218,2.156422
-13.452633,2.192629
-13.656716,2.229287
-13.856320,2.269556
-14.061300,2.265832
-14.261446,2.221155
-14.462065,2.199717
-14.664093,2.162162
-14.861878,2.127173
-15.065553,2.106005
-15.260347,2.053678
-15.465653,2.024788
-15.668161,2.038339
-15.869556,2.075691
-16.075154,2.072135
-16.280731,2.053311
-16.490868,2.037701
-16.695473,2.018774
-16.902493,2.039510
-17.101976,2.106598
-17.289658,2.177257
-17.487099,2.221698
-17.681668,2.287505
-17.861318,2.377736
-18.045861,2.485156
-18.239101,2.574922
-18.427887,2.651842
-18.594564,2.767867
-18.759730,2.885223
-18.926697,2.998203
-19.091794,3.113258
-19.231723,3.266869
-19.338437,3.442785
-19.468428,3.602469
-19.628306,3.738631
-19.780678,3.883702
-19.948720,4.005656
-20.135138,4.084026
-20.338345,4.120883
-20.538439,4.167019
-20.739689,4.187453
-20.944012,4.223006
-21.146293,4.252454
-21.357285,4.243887
-21.560997,4.265773
-21.752078,4.329081
-21.940539,4.398582
-22.140461,4.436374
-22.339627,4.496129
-22.537422,4.526488
-22.738507,4.570873
-22.927462,4.658084
-23.107533,4.748848
-23.285059,4.849459
-23.469782,4.931034
-23.667754,4.976996
-23.872551,5.002519
-24.064442,5.065478
-24.259674,5.116530
-24.446076,5.192622
-24.617270,5.311771
-24.788041,5.416081
-24.984055,5.481515
-25.185962,5.518030
-25.386401,5.556383
-25.589235,5.565327
-25.792143,5.589538
-25.998314,5.575221
-26.200166,5.578091
-26.396527,5.623701
-26.591342,5.685282
-26.792600,5.721481
-26.997416,5.740680
-27.194195,5.794807
-27.394911,5.842872
-27.592324,5.912328
-27.790499,5.962159
-28.000765,5.975223
-28.201719,6.019268
-28.386608,6.096565
-28.589967,6.162338
-28.777039,6.233948
-28.967991,6.326695
-29.169658,6.385701
-29.357575,6.455706
-29.525908,6.566157
-29.687782,6.691369
-29.866873,6.785168
-30.030292,6.902626
-30.173636,7.043923
-30.330567,7.180920
-30.482212,7.317680
-30.629700,7.456284
-30.803039,7.569946
-30.994622,7.641289
-31.184212,7.707215
-31.384137,7.746582
-31.581947,7.778291
